ObjectTable,building_id,building_id_flag,hyperlinks,system_type,system_type_flag,drains_to,drains_to_flag,node_id,node_id_flag,link_suffix,link_suffix_flag,2d_pt_id,2d_pt_id_flag,drain_contrib,drain_contrib_flag,capacity_limit,capacity_limit_flag,total_area,total_area_flag,contributing_area,contributing_area_flag,exceed_flow_type,exceed_flow_type_flag,x,x_flag,y,y_flag,catchment_slope,catchment_slope_flag,rainfall_profile,rainfall_profile_flag,evaporation_profile,evaporation_profile_flag,output_lag,output_lag_flag,suds_controls,roughness,roughness_flag,roughness_definition_id,roughness_definition_id_flag,level_type,level_type_flag,use_lower_limit,use_lower_limit_flag,lower_limit_level,lower_limit_level_flag,use_upper_limit,use_upper_limit_flag,upper_limit_level,upper_limit_level_flag,level_sections,level,level_flag,raise_by,raise_by_flag,porosity,porosity_flag,height,height_flag,notes,notes_flag,user_number_1,user_number_1_flag,user_number_2,user_number_2_flag,user_number_3,user_number_3_flag,user_number_4,user_number_4_flag,user_number_5,user_number_5_flag,user_number_6,user_number_6_flag,user_number_7,user_number_7_flag,user_number_8,user_number_8_flag,user_number_9,user_number_9_flag,user_number_10,user_number_10_flag,user_text_1,user_text_1_flag,user_text_2,user_text_2_flag,user_text_3,user_text_3_flag,user_text_4,user_text_4_flag,user_text_5,user_text_5_flag,user_text_6,user_text_6_flag,user_text_7,user_text_7_flag,user_text_8,user_text_8_flag,user_text_9,user_text_9_flag,user_text_10,user_text_10_flag
FieldDescription,Building ID,,Hyperlinks,System type,,Drains to,,Node ID,,Link suffix,,2D point ID,,Drainage contribution (%),,Capacity limit,,Total area,,Contributing area,,Exceedance flow type,,x,,y,,Slope,,Rainfall profile,,Evaporation profile,,Output lag,,SUDS controls,Roughness (Manning's n),,Roughness definition,,Type,,Use lower limit,,Lower limit level,,Use upper limit,,Upper limit level,,Vertices,Level,,Raise by,,Porosity,,Height,,Notes,,User number 1,,User number 2,,User number 3,,User number 4,,User number 5,,User number 6,,User number 7,,User number 8,,User number 9,,User number 10,,User text 1,,User text 2,,User text 3,,User text 4,,User text 5,,User text 6,,User text 7,,User text 8,,User text 9,,User text 10,
NativeUnits,,,,,,,,,,,,,,,,m3/s,,ha,,ha,,,,m,,m,,m/m,,,,,,minutes,,,,,,,,,,,m AD,,,,m AD,,,m AD,,m,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
