ObjectTable,node_id,node_id_flag,storage_array,node_type,node_type_flag,asset_id,asset_id_flag,system_type,system_type_flag,connection_type,connection_type_flag,2d_connect_line,2d_connect_line_flag,lateral_node_id,lateral_link_suffix,asset_uid,infonet_id,x,x_flag,y,y_flag,ground_level,ground_level_flag,flood_level,flood_level_flag,shaft_area_additional,shaft_area_additional_flag,shaft_area_add_comp,shaft_area_add_comp_flag,shaft_area_add_simplify,shaft_area_add_simplify_flag,shaft_area_add_ncorrect,shaft_area_add_ncorrect_flag,shaft_area_additional_total,chamber_area_additional,chamber_area_additional_flag,chamber_area_add_comp,chamber_area_add_comp_flag,chamber_area_add_simplify,chamber_area_add_simplify_flag,chamber_area_add_ncorrect,chamber_area_add_ncorrect_flag,chamber_area_additional_total,chamber_roof,chamber_roof_flag,chamber_floor,chamber_floor_flag,chamber_area,chamber_area_flag,shaft_area,shaft_area_flag,flood_type,flood_type_flag,element_area_factor_2d,element_area_factor_2d_flag,flooding_discharge_coeff,flooding_discharge_coeff_flag,benching_method,benching_method_flag,2d_link_type,2d_link_type_flag,floodable_area,floodable_area_flag,flood_depth_1,flood_depth_1_flag,flood_depth_2,flood_depth_2_flag,flood_area_1,flood_area_1_flag,flood_area_2,flood_area_2_flag,base_area,base_area_flag,perimeter,perimeter_flag,infiltration_coeff,infiltration_coeff_flag,porosity,porosity_flag,vegetation_level,vegetation_level_flag,liner_level,liner_level_flag,infiltratn_coeff_abv_vegn,infiltratn_coeff_abv_vegn_flag,infiltratn_coeff_abv_liner,infiltratn_coeff_abv_liner_flag,infiltratn_coeff_blw_liner,infiltratn_coeff_blw_liner_flag,relative_stages,inlet_input_type,inlet_input_type_flag,inlet_type,inlet_type_flag,cross_slope,cross_slope_flag,grate_width,grate_width_flag,grate_length,grate_length_flag,opening_length,opening_length_flag,opening_height,opening_height_flag,gutter_depression,gutter_depression_flag,lateral_depression,lateral_depression_flag,velocity_splashover,velocity_splashover_flag,debris,debris_flag,depth_weir,depth_weir_flag,clear_opening,clear_opening_flag,head_discharge_id,head_discharge_id_flag,flow_efficiency_id,flow_efficiency_id_flag,inlet_UE_a,inlet_UE_a_flag,inlet_UE_b,inlet_UE_b_flag,n_gullies,n_gullies_flag,num_transverse_bars,num_transverse_bars_flag,num_longitudinal_bars,num_longitudinal_bars_flag,num_diagonal_bars,num_diagonal_bars_flag,min_area_inc_voids,min_area_inc_voids_flag,area_of_voids,area_of_voids_flag,half_road_width,half_road_width_flag,notes,notes_flag,hyperlinks,user_number_1,user_number_1_flag,user_number_2,user_number_2_flag,user_number_3,user_number_3_flag,user_number_4,user_number_4_flag,user_number_5,user_number_5_flag,user_number_6,user_number_6_flag,user_number_7,user_number_7_flag,user_number_8,user_number_8_flag,user_number_9,user_number_9_flag,user_number_10,user_number_10_flag,user_text_1,user_text_1_flag,user_text_2,user_text_2_flag,user_text_3,user_text_3_flag,user_text_4,user_text_4_flag,user_text_5,user_text_5_flag,user_text_6,user_text_6_flag,user_text_7,user_text_7_flag,user_text_8,user_text_8_flag,user_text_9,user_text_9_flag,user_text_10,user_text_10_flag
FieldDescription,Node ID,,Storage array,Node type,,Asset ID,,System type,,Connection type,,2D connect line,,Lateral node ID,Lateral link suffix,InfoAsset unique ID,InfoAsset ID,x,,y,,Ground level,,Flood level,,Shaft additional storage: user,,Shaft additional storage: compensation,,Shaft additional storage: simplification,,Shaft additional storage: correction,,Shaft additional storage: total,Chamber additional storage: user,,Chamber additional storage: compensation,,Chamber additional storage: simplification,,Chamber additional storage: correction,,Chamber additional storage: total,Chamber roof level,,Chamber floor level,,Chamber plan area,,Shaft plan area,,Flood type,,2D element area factor,,Flooding discharge coefficient,,Benching method,,1D-2D linkage basis,,Floodable area,,Flood depth 1,,Flood depth 2,,Flood area 1 (%),,Flood area 2 (%),,Base area,,Perimeter,,Infiltration loss coefficient,,Porosity,,Vegetation level,,Liner level,,Infiltration loss coefficient above vegetation,,Infiltration loss coefficient above liner,,Infiltration loss coefficient below liner,,Relative stages,Inlet input type,,Inlet type,,Cross slope,,Grate width,,Grate length,,Opening length,,Opening height,,Gutter depression,,Lateral depression,,Splashover velocity,,% clogging,,Weir behavior depth,,Grate clear opening area,,Head discharge table,,Inlet flow efficiency table,,Inlet user equation value a,,Inlet user equation value b,,Number of gullies,,Number of transverse bars,,Number of longitudinal bars,,Number of diagonal bars,,Minimum area including voids,,Area of voids,,Half Road Width,,Notes,,Hyperlinks,User number 1,,User number 2,,User number 3,,User number 4,,User number 5,,User number 6,,User number 7,,User number 8,,User number 9,,User number 10,,User text 1,,User text 2,,User text 3,,User text 4,,User text 5,,User text 6,,User text 7,,User text 8,,User text 9,,User text 10,
NativeUnits,,,,,,,,,,,,,,,,,,m,,m,,m AD,,m AD,,m2,,m2,,m2,,m2,,m2,m2,,m2,,m2,,m2,,m2,m AD,,m AD,,m2,,m2,,,,,,,,,,,,ha,,m,,m,,,,,,m2,,m,,mm/hr,,,,m AD,,m AD,,mm/hr,,mm/hr,,mm/hr,,,,,,,m/m,,m,,m,,m,,m,,m,,m,,m/s,,,,m,,m2,,,,,,,,,,,,,,,,,,m2,,m2,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
